OPERATIONDATE,CASHPOINTID,AMT_SCALED
2020-01-01,0,0.1601288616657257
2020-01-02,0,0.15847247838974
2020-01-03,0,0.15940400958061218
2020-01-04,0,0.1580429971218109
2020-01-05,0,0.15755590796470642
2020-01-06,0,0.15754446387290955
2020-01-07,0,0.1575542688369751
2020-01-08,0,0.15656521916389465
2020-01-09,0,0.15648719668388367
2020-01-10,0,0.15647682547569275
2020-01-11,0,0.15643426775932312
2020-01-12,0,0.15640774369239807
2020-01-13,0,0.15639013051986694
2020-01-14,0,0.15637272596359253
2020-01-15,0,0.15635362267494202
2020-01-16,0,0.1563502848148346
2020-01-17,0,0.15634852647781372
2020-01-18,0,0.15634658932685852
2020-01-19,0,0.1563451886177063
2020-01-20,0,0.1563442051410675
2020-01-21,0,0.1563434898853302
2020-01-22,0,0.156343013048172
2020-01-23,0,0.15634289383888245
2020-01-24,0,0.15634280443191528
2020-01-25,0,0.15634268522262573
2020-01-26,0,0.15634262561798096
2020-01-27,0,0.15634259581565857
2020-01-28,0,0.1563425362110138
2020-01-29,0,0.15634256601333618
2020-01-30,0,0.15634256601333618
2020-01-31,0,0.15634256601333618
2020-01-01,1,0.32479333877563477
2020-01-02,1,0.3065488934516907
2020-01-03,1,0.3028879165649414
2020-01-04,1,0.3002125024795532
2020-01-05,1,0.29818105697631836
2020-01-06,1,0.29627156257629395
2020-01-07,1,0.29478543996810913
2020-01-08,1,0.2939870357513428
2020-01-09,1,0.2936609387397766
2020-01-10,1,0.2934931516647339
2020-01-11,1,0.2933841943740845
2020-01-12,1,0.29331231117248535
2020-01-13,1,0.29326653480529785
2020-01-14,1,0.2932395339012146
2020-01-15,1,0.2932246923446655
2020-01-16,1,0.2932165861129761
2020-01-17,1,0.2932118773460388
2020-01-18,1,0.2932089567184448
2020-01-19,1,0.2932072877883911
2020-01-20,1,0.29320621490478516
2020-01-21,1,0.2932056188583374
2020-01-22,1,0.29320526123046875
2020-01-23,1,0.2932050824165344
2020-01-24,1,0.29320502281188965
2020-01-25,1,0.2932049036026001
2020-01-26,1,0.2932049036026001
2020-01-27,1,0.2932048439979553
2020-01-28,1,0.2932048439979553
2020-01-29,1,0.2932048439979553
2020-01-30,1,0.2932048439979553
2020-01-31,1,0.2932048439979553
2020-01-01,2,0.05595436692237854
2020-01-02,2,0.06444814801216125
2020-01-03,2,0.0712939202785492
2020-01-04,2,0.07464435696601868
2020-01-05,2,0.07657766342163086
2020-01-06,2,0.07871684432029724
2020-01-07,2,0.0807105302810669
2020-01-08,2,0.0825192928314209
2020-01-09,2,0.08399093151092529
2020-01-10,2,0.08513060212135315
2020-01-11,2,0.08597972989082336
2020-01-12,2,0.0866418182849884
2020-01-13,2,0.08717659115791321
2020-01-14,2,0.08760887384414673
2020-01-15,2,0.08795583248138428
2020-01-16,2,0.08823075890541077
2020-01-17,2,0.08844625949859619
2020-01-18,2,0.08861500024795532
2020-01-19,2,0.08874791860580444
2020-01-20,2,0.08885297179222107
2020-01-21,2,0.0889359712600708
2020-01-22,2,0.08900153636932373
2020-01-23,2,0.089053213596344
2020-01-24,2,0.08909383416175842
2020-01-25,2,0.08912581205368042
2020-01-26,2,0.08915099501609802
2020-01-27,2,0.08917084336280823
2020-01-28,2,0.08918645977973938
2020-01-29,2,0.0891987681388855
2020-01-30,2,0.0892084538936615
2020-01-31,2,0.08921611309051514
2020-01-01,3,0.06708106398582458
2020-01-02,3,0.05901676416397095
2020-01-03,3,0.05267110466957092
2020-01-04,3,0.046476125717163086
2020-01-05,3,0.04109632968902588
2020-01-06,3,0.03700503706932068
2020-01-07,3,0.03358730673789978
2020-01-08,3,0.030882149934768677
2020-01-09,3,0.0287630558013916
2020-01-10,3,0.027112454175949097
2020-01-11,3,0.025832056999206543
2020-01-12,3,0.024842381477355957
2020-01-13,3,0.02408018708229065
2020-01-14,3,0.023494303226470947
2020-01-15,3,0.023044705390930176
2020-01-16,3,0.02270016074180603
2020-01-17,3,0.022436410188674927
2020-01-18,3,0.022234618663787842
2020-01-19,3,0.02208036184310913
2020-01-20,3,0.021962463855743408
2020-01-21,3,0.021872401237487793
2020-01-22,3,0.021803617477416992
2020-01-23,3,0.021751075983047485
2020-01-24,3,0.021710991859436035
2020-01-25,3,0.021680384874343872
2020-01-26,3,0.02165701985359192
2020-01-27,3,0.02163916826248169
2020-01-28,3,0.021625548601150513
2020-01-29,3,0.021615147590637207
2020-01-30,3,0.021607190370559692
2020-01-31,3,0.02160114049911499
2020-01-01,4,0.08271872997283936
2020-01-02,4,0.07741644978523254
2020-01-03,4,0.07260355353355408
2020-01-04,4,0.06350341439247131
2020-01-05,4,0.0552823543548584
2020-01-06,4,0.048656165599823
2020-01-07,4,0.04333803057670593
2020-01-08,4,0.03905889391899109
2020-01-09,4,0.03564774990081787
2020-01-10,4,0.03296169638633728
2020-01-11,4,0.03086724877357483
2020-01-12,4,0.02924683690071106
2020-01-13,4,0.028001010417938232
2020-01-14,4,0.02704790234565735
2020-01-15,4,0.02632153034210205
2020-01-16,4,0.02576962113380432
2020-01-17,4,0.025351285934448242
2020-01-18,4,0.025034725666046143
2020-01-19,4,0.024795502424240112
2020-01-20,4,0.02461487054824829
2020-01-21,4,0.024478644132614136
2020-01-22,4,0.02437591552734375
2020-01-23,4,0.024298518896102905
2020-01-24,4,0.024240195751190186
2020-01-25,4,0.02419629693031311
2020-01-26,4,0.024163246154785156
2020-01-27,4,0.02413836121559143
2020-01-28,4,0.02411961555480957
2020-01-29,4,0.02410551905632019
2020-01-30,4,0.024094879627227783
2020-01-31,4,0.02408689260482788
2020-01-01,5,0.0856403112411499
2020-01-02,5,0.07715779542922974
2020-01-03,5,0.07289004325866699
2020-01-04,5,0.06386145949363708
2020-01-05,5,0.05580025911331177
2020-01-06,5,0.049318552017211914
2020-01-07,5,0.044129520654678345
2020-01-08,5,0.03995931148529053
2020-01-09,5,0.03663676977157593
2020-01-10,5,0.03402072191238403
2020-01-11,5,0.031980156898498535
2020-01-12,5,0.030400246381759644
2020-01-13,5,0.029184311628341675
2020-01-14,5,0.028252899646759033
2020-01-15,5,0.027542054653167725
2020-01-16,5,0.027001112699508667
2020-01-17,5,0.02659037709236145
2020-01-18,5,0.026279032230377197
2020-01-19,5,0.026043325662612915
2020-01-20,5,0.02586504817008972
2020-01-21,5,0.02573034167289734
2020-01-22,5,0.02562856674194336
2020-01-23,5,0.02555176615715027
2020-01-24,5,0.025493770837783813
2020-01-25,5,0.025450021028518677
2020-01-26,5,0.025417029857635498
2020-01-27,5,0.025392115116119385
2020-01-28,5,0.02537330985069275
2020-01-29,5,0.025359153747558594
2020-01-30,5,0.0253484845161438
2020-01-31,5,0.02534043788909912
2020-01-01,6,0.07460823655128479
2020-01-02,6,0.06739550828933716
2020-01-03,6,0.05977684259414673
2020-01-04,6,0.053038060665130615
2020-01-05,6,0.04739454388618469
2020-01-06,6,0.042805373668670654
2020-01-07,6,0.0391542911529541
2020-01-08,6,0.03626641631126404
2020-01-09,6,0.034002602100372314
2020-01-10,6,0.03224223852157593
2020-01-11,6,0.030882060527801514
2020-01-12,6,0.029836416244506836
2020-01-13,6,0.02903580665588379
2020-01-14,6,0.028424710035324097
2020-01-15,6,0.027959346771240234
2020-01-16,6,0.027605682611465454
2020-01-17,6,0.027337253093719482
2020-01-18,6,0.02713373303413391
2020-01-19,6,0.026979565620422363
2020-01-20,6,0.02686285972595215
2020-01-21,6,0.026774555444717407
2020-01-22,6,0.026707738637924194
2020-01-23,6,0.02665722370147705
2020-01-24,6,0.026619046926498413
2020-01-25,6,0.026590198278427124
2020-01-26,6,0.02656838297843933
2020-01-27,6,0.026551902294158936
2020-01-28,6,0.02653944492340088
2020-01-29,6,0.026530027389526367
2020-01-30,6,0.02652287483215332
2020-01-31,6,0.026517480611801147
2020-01-01,7,0.07908105850219727
2020-01-02,7,0.07677727937698364
2020-01-03,7,0.0695052444934845
2020-01-04,7,0.0611499547958374
2020-01-05,7,0.05408415198326111
2020-01-06,7,0.04842972755432129
2020-01-07,7,0.04389283061027527
2020-01-08,7,0.040266841650009155
2020-01-09,7,0.03739684820175171
2020-01-10,7,0.03514772653579712
2020-01-11,7,0.03339886665344238
2020-01-12,7,0.032047420740127563
2020-01-13,7,0.031008273363113403
2020-01-14,7,0.030212342739105225
2020-01-15,7,0.029604583978652954
2020-01-16,7,0.029141545295715332
2020-01-17,7,0.0287894606590271
2020-01-18,7,0.028522074222564697
2020-01-19,7,0.02831926941871643
2020-01-20,7,0.02816551923751831
2020-01-21,7,0.028049081563949585
2020-01-22,7,0.027960896492004395
2020-01-23,7,0.027894169092178345
2020-01-24,7,0.0278436541557312
2020-01-25,7,0.027805447578430176
2020-01-26,7,0.02777653932571411
2020-01-27,7,0.02775469422340393
2020-01-28,7,0.027738183736801147
2020-01-29,7,0.027725696563720703
2020-01-30,7,0.027716249227523804
2020-01-31,7,0.027709096670150757
2020-01-01,8,0.0803801417350769
2020-01-02,8,0.07558932900428772
2020-01-03,8,0.06839302182197571
2020-01-04,8,0.0605853796005249
2020-01-05,8,0.05392324924468994
2020-01-06,8,0.04855036735534668
2020-01-07,8,0.044233888387680054
2020-01-08,8,0.040798962116241455
2020-01-09,8,0.03808584809303284
2020-01-10,8,0.03596228361129761
2020-01-11,8,0.03431221842765808
2020-01-12,8,0.0330374538898468
2020-01-13,8,0.03205716609954834
2020-01-14,8,0.03130602836608887
2020-01-15,8,0.03073209524154663
2020-01-16,8,0.0302945077419281
2020-01-17,8,0.029961436986923218
2020-01-18,8,0.02970823645591736
2020-01-19,8,0.029515981674194336
2020-01-20,8,0.02937006950378418
2020-01-21,8,0.029259413480758667
2020-01-22,8,0.029175490140914917
2020-01-23,8,0.029111891984939575
2020-01-24,8,0.029063701629638672
2020-01-25,8,0.029027193784713745
2020-01-26,8,0.028999537229537964
2020-01-27,8,0.028978586196899414
2020-01-28,8,0.02896273136138916
2020-01-29,8,0.02895072102546692
2020-01-30,8,0.028941631317138672
2020-01-31,8,0.028934746980667114
2020-01-01,9,0.08238843083381653
2020-01-02,9,0.07875639200210571
2020-01-03,9,0.07432958483695984
2020-01-04,9,0.06593519449234009
2020-01-05,9,0.058315157890319824
2020-01-06,9,0.05226907134056091
2020-01-07,9,0.04746738076210022
2020-01-08,9,0.043629348278045654
2020-01-09,9,0.04057890176773071
2020-01-10,9,0.03817993402481079
2020-01-11,9,0.036308348178863525
2020-01-12,9,0.03485730290412903
2020-01-13,9,0.03373792767524719
2020-01-14,9,0.032877832651138306
2020-01-15,9,0.0322190523147583
2020-01-16,9,0.03171566128730774
2020-01-17,9,0.031331658363342285
2020-01-18,9,0.03103923797607422
2020-01-19,9,0.030816763639450073
2020-01-20,9,0.03064766526222229
2020-01-21,9,0.030519187450408936
2020-01-22,9,0.03042164444923401
2020-01-23,9,0.030347615480422974
2020-01-24,9,0.03029140830039978
2020-01-25,9,0.030248790979385376
2020-01-26,9,0.030216485261917114
2020-01-27,9,0.03019195795059204
2020-01-28,9,0.03017336130142212
2020-01-29,9,0.03015926480293274
2020-01-30,9,0.030148565769195557
2020-01-31,9,0.030140459537506104
2020-01-01,10,0.008130639791488647
2020-01-02,10,0.01446416974067688
2020-01-03,10,0.018878847360610962
2020-01-04,10,0.022065460681915283
2020-01-05,10,0.024394959211349487
2020-01-06,10,0.026115715503692627
2020-01-07,10,0.027395814657211304
2020-01-08,10,0.028353065252304077
2020-01-09,10,0.02907159924507141
2020-01-10,10,0.029612481594085693
2020-01-11,10,0.030020475387573242
2020-01-12,10,0.0303286612033844
2020-01-13,10,0.030561774969100952
2020-01-14,10,0.030738234519958496
2020-01-15,10,0.030871927738189697
2020-01-16,10,0.03097325563430786
2020-01-17,10,0.03105008602142334
2020-01-18,10,0.031108349561691284
2020-01-19,10,0.031152546405792236
2020-01-20,10,0.031186044216156006
2020-01-21,10,0.031211525201797485
2020-01-22,10,0.031230837106704712
2020-01-23,10,0.031245499849319458
2020-01-24,10,0.031256645917892456
2020-01-25,10,0.031265079975128174
2020-01-26,10,0.03127148747444153
2020-01-27,10,0.03127634525299072
2020-01-28,10,0.0312800407409668
2020-01-29,10,0.03128287196159363
2020-01-30,10,0.031284987926483154
2020-01-31,10,0.03128659725189209
2020-01-01,11,0.019471734762191772
2020-01-02,11,0.022825121879577637
2020-01-03,11,0.025242596864700317
2020-01-04,11,0.027033746242523193
2020-01-05,11,0.02836701273918152
2020-01-06,11,0.02936500310897827
2020-01-07,11,0.03011488914489746
2020-01-08,11,0.030679941177368164
2020-01-09,11,0.03110659122467041
2020-01-10,11,0.031429290771484375
2020-01-11,11,0.03167364001274109
2020-01-12,11,0.03185883164405823
2020-01-13,11,0.031999289989471436
2020-01-14,11,0.032105863094329834
2020-01-15,11,0.03218677639961243
2020-01-16,11,0.03224819898605347
2020-01-17,11,0.03229483962059021
2020-01-18,11,0.03233027458190918
2020-01-19,11,0.03235718607902527
2020-01-20,11,0.032377660274505615
2020-01-21,11,0.03239321708679199
2020-01-22,11,0.03240501880645752
2020-01-23,11,0.032413989305496216
2020-01-24,11,0.032420814037323
2020-01-25,11,0.03242599964141846
2020-01-26,11,0.03242993354797363
2020-01-27,11,0.03243294358253479
2020-01-28,11,0.032435208559036255
2020-01-29,11,0.03243696689605713
2020-01-30,11,0.0324382483959198
2020-01-31,11,0.032439231872558594
2020-01-01,12,0.08810952305793762
2020-01-02,12,0.07824057340621948
2020-01-03,12,0.07479211688041687
2020-01-04,12,0.06673210859298706
2020-01-05,12,0.05955508351325989
2020-01-06,12,0.053912848234176636
2020-01-07,12,0.04947653412818909
2020-01-08,12,0.045951396226882935
2020-01-09,12,0.04315856099128723
2020-01-10,12,0.040966570377349854
2020-01-11,12,0.03925806283950806
2020-01-12,12,0.037933349609375
2020-01-13,12,0.03691050410270691
2020-01-14,12,0.036123424768447876
2020-01-15,12,0.03551924228668213
2020-01-16,12,0.035056501626968384
2020-01-17,12,0.0347025990486145
2020-01-18,12,0.03443226218223572
2020-01-19,12,0.03422597050666809
2020-01-20,12,0.03406864404678345
2020-01-21,12,0.03394871950149536
2020-01-22,12,0.033857375383377075
2020-01-23,12,0.033787816762924194
2020-01-24,12,0.03373482823371887
2020-01-25,12,0.03369450569152832
2020-01-26,12,0.033663809299468994
2020-01-27,12,0.03364047408103943
2020-01-28,12,0.033622682094573975
2020-01-29,12,0.03360912203788757
2020-01-30,12,0.03359884023666382
2020-01-31,12,0.033591002225875854
2020-01-01,13,0.06948167085647583
2020-01-02,13,0.06300109624862671
2020-01-03,13,0.057339251041412354
2020-01-04,13,0.05253332853317261
2020-01-05,13,0.048607200384140015
2020-01-06,13,0.04547649621963501
2020-01-07,13,0.04302185773849487
2020-01-08,13,0.04110395908355713
2020-01-09,13,0.03961288928985596
2020-01-10,13,0.03845900297164917
2020-01-11,13,0.037569284439086914
2020-01-12,13,0.03688517212867737
2020-01-13,13,0.036360323429107666
2020-01-14,13,0.03595834970474243
2020-01-15,13,0.03565090894699097
2020-01-16,13,0.035415977239608765
2020-01-17,13,0.035236626863479614
2020-01-18,13,0.035099804401397705
2020-01-19,13,0.03499540686607361
2020-01-20,13,0.03491583466529846
2020-01-21,13,0.0348551869392395
2020-01-22,13,0.034808963537216187
2020-01-23,13,0.03477376699447632
2020-01-24,13,0.03474694490432739
2020-01-25,13,0.034726500511169434
2020-01-26,13,0.03471091389656067
2020-01-27,13,0.034699082374572754
2020-01-28,13,0.03469005227088928
2020-01-29,13,0.034683167934417725
2020-01-30,13,0.03467795252799988
2020-01-31,13,0.03467395901679993
2020-01-01,14,0.07961919903755188
2020-01-02,14,0.07293036580085754
2020-01-03,14,0.06679427623748779
2020-01-04,14,0.06066277623176575
2020-01-05,14,0.05539238452911377
2020-01-06,14,0.05104222893714905
2020-01-07,14,0.04762175679206848
2020-01-08,14,0.04493895173072815
2020-01-09,14,0.04283592104911804
2020-01-10,14,0.041197627782821655
2020-01-11,14,0.03992763161659241
2020-01-12,14,0.03894686698913574
2020-01-13,14,0.03819173574447632
2020-01-14,14,0.037611693143844604
2020-01-15,14,0.037166982889175415
2020-01-16,14,0.03682646155357361
2020-01-17,14,0.03656601905822754
2020-01-18,14,0.03636699914932251
2020-01-19,14,0.036215007305145264
2020-01-20,14,0.036098986864089966
2020-01-21,14,0.03601044416427612
2020-01-22,14,0.035942912101745605
2020-01-23,14,0.03589141368865967
2020-01-24,14,0.03585216403007507
2020-01-25,14,0.03582224249839783
2020-01-26,14,0.03579941391944885
2020-01-27,14,0.03578197956085205
2020-01-28,14,0.035768717527389526
2020-01-29,14,0.0357586145401001
2020-01-30,14,0.035750895738601685
2020-01-31,14,0.03574502468109131
2020-01-01,15,0.0023197829723358154
2020-01-02,15,0.01216074824333191
2020-01-03,15,0.018663913011550903
2020-01-04,15,0.023326188325881958
2020-01-05,15,0.026711881160736084
2020-01-06,15,0.029205530881881714
2020-01-07,15,0.03105911612510681
2020-01-08,15,0.03244590759277344
2020-01-09,15,0.03348848223686218
2020-01-10,15,0.03427499532699585
2020-01-11,15,0.034869879484176636
2020-01-12,15,0.03532072901725769
2020-01-13,15,0.035662949085235596
2020-01-14,15,0.03592294454574585
2020-01-15,15,0.03612068295478821
2020-01-16,15,0.03627115488052368
2020-01-17,15,0.036385685205459595
2020-01-18,15,0.03647294640541077
2020-01-19,15,0.03653940558433533
2020-01-20,15,0.03659003973007202
2020-01-21,15,0.03662863373756409
2020-01-22,15,0.03665804862976074
2020-01-23,15,0.03668045997619629
2020-01-24,15,0.036697566509246826
2020-01-25,15,0.03671059012413025
2020-01-26,15,0.03672051429748535
2020-01-27,15,0.036728084087371826
2020-01-28,15,0.03673389554023743
2020-01-29,15,0.03673827648162842
2020-01-30,15,0.03674164414405823
2020-01-31,15,0.03674420714378357
2020-01-01,16,0.08007711172103882
2020-01-02,16,0.07806515693664551
2020-01-03,16,0.07434797286987305
2020-01-04,16,0.0671590268611908
2020-01-05,16,0.06055709719657898
2020-01-06,16,0.05545085668563843
2020-01-07,16,0.051510393619537354
2020-01-08,16,0.04841423034667969
2020-01-09,16,0.04597511887550354
2020-01-10,16,0.04406994581222534
2020-01-11,16,0.042590200901031494
2020-01-12,16,0.041445374488830566
2020-01-13,16,0.04056236147880554
2020-01-14,16,0.039883047342300415
2020-01-15,16,0.039361417293548584
2020-01-16,16,0.03896152973175049
2020-01-17,16,0.03865528106689453
2020-01-18,16,0.03842100501060486
2020-01-19,16,0.03824189305305481
2020-01-20,16,0.038105010986328125
2020-01-21,16,0.03800046443939209
2020-01-22,16,0.037920624017715454
2020-01-23,16,0.03785967826843262
2020-01-24,16,0.037813156843185425
2020-01-25,16,0.03777763247489929
2020-01-26,16,0.03775054216384888
2020-01-27,16,0.037729859352111816
2020-01-28,16,0.03771406412124634
2020-01-29,16,0.0377020537853241
2020-01-30,16,0.037692874670028687
2020-01-31,16,0.03768587112426758
2020-01-01,17,0.05539727210998535
2020-01-02,17,0.05120444297790527
2020-01-03,17,0.048447489738464355
2020-01-04,17,0.04620543122291565
2020-01-05,17,0.044453054666519165
2020-01-06,17,0.04308566451072693
2020-01-07,17,0.04202699661254883
2020-01-08,17,0.0412125289440155
2020-01-09,17,0.04058656096458435
2020-01-10,17,0.040106236934661865
2020-01-11,17,0.039738208055496216
2020-01-12,17,0.03945648670196533
2020-01-13,17,0.03924104571342468
2020-01-14,17,0.039076387882232666
2020-01-15,17,0.038950562477111816
2020-01-16,17,0.03885447978973389
2020-01-17,17,0.03878107666969299
2020-01-18,17,0.038725078105926514
2020-01-19,17,0.03868234157562256
2020-01-20,17,0.03864970803260803
2020-01-21,17,0.03862482309341431
2020-01-22,17,0.03860580921173096
2020-01-23,17,0.03859132528305054
2020-01-24,17,0.038580238819122314
2020-01-25,17,0.038571834564208984
2020-01-26,17,0.03856539726257324
2020-01-27,17,0.03856050968170166
2020-01-28,17,0.03855675458908081
2020-01-29,17,0.03855389356613159
2020-01-30,17,0.03855171799659729
2020-01-31,17,0.03855001926422119
2020-01-01,18,0.08210492134094238
2020-01-02,18,0.07647919654846191
2020-01-03,18,0.07338571548461914
2020-01-04,18,0.0665457546710968
2020-01-05,18,0.06032565236091614
2020-01-06,18,0.05555903911590576
2020-01-07,18,0.05192667245864868
2020-01-08,18,0.049094319343566895
2020-01-09,18,0.04687368869781494
2020-01-10,18,0.04514652490615845
2020-01-11,18,0.0438099205493927
2020-01-12,18,0.04277890920639038
2020-01-13,18,0.04198557138442993
2020-01-14,18,0.04137638211250305
2020-01-15,18,0.04090934991836548
2020-01-16,18,0.040551722049713135
2020-01-17,18,0.04027813673019409
2020-01-18,18,0.04006895422935486
2020-01-19,18,0.03990921378135681
2020-01-20,18,0.03978720307350159
2020-01-21,18,0.03969404101371765
2020-01-22,18,0.03962293267250061
2020-01-23,18,0.03956872224807739
2020-01-24,18,0.039527326822280884
2020-01-25,18,0.03949573636054993
2020-01-26,18,0.03947165608406067
2020-01-27,18,0.03945329785346985
2020-01-28,18,0.03943929076194763
2020-01-29,18,0.03942859172821045
2020-01-30,18,0.03942045569419861
2020-01-31,18,0.03941422700881958
2020-01-01,19,0.08032029867172241
2020-01-02,19,0.07601535320281982
2020-01-03,19,0.07293644547462463
2020-01-04,19,0.06631845235824585
2020-01-05,19,0.06026211380958557
2020-01-06,19,0.05564281344413757
2020-01-07,19,0.05214565992355347
2020-01-08,19,0.049430906772613525
2020-01-09,19,0.04730769991874695
2020-01-10,19,0.04566025733947754
2020-01-11,19,0.044388145208358765
2020-01-12,19,0.043408721685409546
2020-01-13,19,0.0426563024520874
2020-01-14,19,0.04207935929298401
2020-01-15,19,0.0416375994682312
2020-01-16,19,0.041299670934677124
2020-01-17,19,0.04104146361351013
2020-01-18,19,0.04084429144859314
2020-01-19,19,0.0406937301158905
2020-01-20,19,0.040578871965408325
2020-01-21,19,0.0404912531375885
2020-01-22,19,0.04042443633079529
2020-01-23,19,0.04037350416183472
2020-01-24,19,0.04033470153808594
2020-01-25,19,0.040305107831954956
2020-01-26,19,0.04028251767158508
2020-01-27,19,0.04026532173156738
2020-01-28,19,0.040252238512039185
2020-01-29,19,0.04024225473403931
2020-01-30,19,0.040234655141830444
2020-01-31,19,0.040228843688964844
2020-01-01,20,0.08086192607879639
2020-01-02,20,0.07421731948852539
2020-01-03,20,0.07018440961837769
2020-01-04,20,0.06428393721580505
2020-01-05,20,0.05908140540122986
2020-01-06,20,0.05482959747314453
2020-01-07,20,0.051647841930389404
2020-01-08,20,0.04919910430908203
2020-01-09,20,0.04729306697845459
2020-01-10,20,0.04581946134567261
2020-01-11,20,0.04468506574630737
